Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Shorter identifier names take longer to comprehend,Empirical Software Engineering,,,,10.1007/s10664-018-9621-x,Johannes C. HofmeisterJanet SiegmundDaniel V. Holt,2018,http://link.springer.com/article/10.1007/s10664-018-9621-x,Article
Software engineering in start-up companies: An analysis of 88 experience reports,Empirical Software Engineering,,,,10.1007/s10664-018-9620-y,Eriks KlotinsMichael UnterkalmsteinerTony Gorschek,2018,http://link.springer.com/article/10.1007/s10664-018-9620-y,Article
Studying and detecting log-related issues,Empirical Software Engineering,,,,10.1007/s10664-018-9603-z,Mehran HassaniWeiyi ShangEmad ShihabNikolaos Tsantalis,2018,http://link.springer.com/article/10.1007/s10664-018-9603-z,Article
Studying software logging using topic models,Empirical Software Engineering,,,,10.1007/s10664-018-9595-8,Heng LiTse-Hsun (Peter) ChenWeiyi ShangAhmed E. Hassan,2018,http://link.springer.com/article/10.1007/s10664-018-9595-8,Article
Studying the consistency of star ratings and reviews of popular free hybrid Android and iOS apps,Empirical Software Engineering,,,,10.1007/s10664-018-9617-6,Hanyang HuShaowei WangCor-Paul BezemerAhmed E. Hassan,2018,http://link.springer.com/article/10.1007/s10664-018-9617-6,Article
Studying the consistency of star ratings and the complaints in 1 & 2-star user reviews for top free cross-platform Android and iOS apps,Empirical Software Engineering,,,,10.1007/s10664-018-9604-y,Hanyang HuCor-Paul BezemerAhmed E. Hassan,2018,http://link.springer.com/article/10.1007/s10664-018-9604-y,Article
Studying the dialogue between users and developers of free apps in the Google Play Store,Empirical Software Engineering,,23,3,10.1007/s10664-017-9538-9,Safwat HassanChakkrit TantithamthavornCor-Paul BezemerAhmed E. Hassan,2018,http://link.springer.com/article/10.1007/s10664-017-9538-9,Article
"Successes, challenges, and rethinking äóñ an industrial investigation on crowdsourced mobile application testing",Empirical Software Engineering,,,,10.1007/s10664-018-9618-5,Ruizhi GaoYabin WangYang FengZhenyu ChenW. Eric Wong,2018,http://link.springer.com/article/10.1007/s10664-018-9618-5,Article
Supporting the analyzability of architectural component models - empirical findings and tool support,Empirical Software Engineering,,,,10.1007/s10664-017-9583-4,Srdjan StevaneticUwe Zdun,2018,http://link.springer.com/article/10.1007/s10664-017-9583-4,Article
"Syntax, predicates, idioms äóî what really affects code complexity?",Empirical Software Engineering,,,,10.1007/s10664-018-9628-3,Shulamyt AjamiYonatan WoodbridgeDror G. Feitelson,2018,http://link.springer.com/article/10.1007/s10664-018-9628-3,Article
System requirements-OSS components: matching and mismatch resolution practices äóñ an empirical study,Empirical Software Engineering,,,,10.1007/s10664-017-9594-1,Claudia AyalaAnh Nguyen-DucXavier FranchMartin Hí_stReidar ConradiDaniela CruzesMuhammad Ali Babar,2018,http://link.springer.com/article/10.1007/s10664-017-9594-1,Article
The impact of rapid release cycles on the integration delay of fixed issues,Empirical Software Engineering,,23,2,10.1007/s10664-017-9548-7,Daniel Alencar da CostaShane McIntoshChristoph TreudeUiríç KuleszaAhmed E. Hassan,2018,http://link.springer.com/article/10.1007/s10664-017-9548-7,Article
The need for software specific natural language techniques,Empirical Software Engineering,,23,4,10.1007/s10664-017-9566-5,Dave BinkleyDawn LawrieChristopher Morrell,2018,http://link.springer.com/article/10.1007/s10664-017-9566-5,Article
Toward the development of a conventional time series based web error forecasting framework,Empirical Software Engineering,,23,2,10.1007/s10664-017-9530-4,Arunava RoyHoang Pham,2018,http://link.springer.com/article/10.1007/s10664-017-9530-4,Article
Understanding semi-structured merge conflict characteristics in open-source Java projects,Empirical Software Engineering,,23,4,10.1007/s10664-017-9586-1,Paola AcciolyPaulo BorbaGuilherme Cavalcanti,2018,http://link.springer.com/article/10.1007/s10664-017-9586-1,Article
Understanding the behaviour of hackers while performing attack tasks in a professional setting and in a public challenge,Empirical Software Engineering,,,,10.1007/s10664-018-9625-6,Mariano CeccatoPaolo TonellaCataldo BasilePaolo FalcarinMarco TorchianoBart CoppensBjorn De Sutter,2018,http://link.springer.com/article/10.1007/s10664-018-9625-6,Article
Understanding the factors for fast answers in technical Q&A websites,Empirical Software Engineering,,23,3,10.1007/s10664-017-9558-5,Shaowei WangTse-Hsun ChenAhmed E. Hassan,2018,http://link.springer.com/article/10.1007/s10664-017-9558-5,Article
Using frame semantics for classifying and summarizing application store reviews,Empirical Software Engineering,,,,10.1007/s10664-018-9605-x,Nishant JhaAnas Mahmoud,2018,http://link.springer.com/article/10.1007/s10664-018-9605-x,Article
Using human error information for error prevention,Empirical Software Engineering,,,,10.1007/s10664-018-9623-8,Wenhua HuJeffrey C. CarverVaibhav AnuGursimran S. WaliaGary L. Bradshaw,2018,http://link.springer.com/article/10.1007/s10664-018-9623-8,Article
What are the effects of history length and age on mining software change impact?,Empirical Software Engineering,,23,4,10.1007/s10664-017-9588-z,Leon MoonenThomas RolfsnesDave BinkleyStefano Di Alesio,2018,http://link.springer.com/article/10.1007/s10664-017-9588-z,Article
What can Android mobile app developers do about the energy consumption of machine learning?,Empirical Software Engineering,,,,10.1007/s10664-018-9629-2,Andrea McIntoshSafwat HassanAbram Hindle,2018,http://link.springer.com/article/10.1007/s10664-018-9629-2,Article
